主要影响年龄层为儿童,主要影响年龄层为成年,主要影响年龄层为老年,主要影响年龄层为青年,事件一年内频率,事件历史悠久程度,事件热度,开始日期,是否会议,是否体育赛事,是否天气,是否展会,是否影响商务人群,是否影响社会大众,是否是否是国内民间协会,是否是国内行业协会,是否是国家政府,是否是国际性组织,是否是国际民间协会,是否是国际行业协会,是否是地方级政府,是否是省政府,是否有固定的参与人群,是否演唱会,标题,结束日期,地点,天气预警等级
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,河南省安阳市发布雷电黄色预警,2017/08/23,河南省安阳市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,山东省烟台市发布暴雨蓝色预警,2017/08/23,山东省烟台市,IV级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,四川省泸州市发布雷电黄色预警,2017/08/23,四川省泸州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖南省常德市发布暴雨黄色预警,2017/08/23,湖南省常德市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖南省怀化市发布暴雨橙色预警,2017/08/23,湖南省怀化市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,辽宁省发布雷电黄色预警,2017/08/23,辽宁省,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省阳江市发布暴雨橙色预警,2017/08/23,广东省阳江市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省孝感市发布雷电黄色预警,2017/08/23,湖北省孝感市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区来宾市发布台风蓝色预警,2017/08/23,,IV级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,海南省三亚市发布台风蓝色预警,2017/08/23,海南省三亚市,IV级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖南省发布高温黄色预警,2017/08/23,湖南省,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省云浮市发布台风红色预警,2017/08/23,广东省云浮市,I级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区玉林市发布暴雨橙色预警,2017/08/23,广西壮族自治区玉林市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省云浮市发布暴雨橙色预警,2017/08/23,广东省云浮市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省茂名市发布暴雨橙色预警,2017/08/23,广东省茂名市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖南省衡阳市发布高温黄色预警,2017/08/23,湖南省衡阳市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,山东省威海市发布暴雨蓝色预警,2017/08/23,山东省威海市,IV级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,贵州省发布雷电黄色预警,2017/08/23,贵州省,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,贵州省遵义市发布雷电黄色预警,2017/08/23,贵州省遵义市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省广州市发布台风蓝色预警,2017/08/23,广东省广州市,IV级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,贵州省黔东南苗族侗族自治州发布雷电黄色预警,2017/08/23,东南苗族侗族自治州,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,内蒙古自治区呼伦贝尔市发布雷电黄色预警,2017/08/23,内蒙古自治区呼伦贝尔市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省东莞市发布台风蓝色预警,2017/08/23,广东省东莞市,IV级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省肇庆市发布台风橙色预警,2017/08/23,广东省肇庆市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省中山市发布台风黄色预警,2017/08/23,广东省中山市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,山东省泰安市发布雷电黄色预警,2017/08/23,山东省泰安市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,河南省鹤壁市发布大风蓝色预警,2017/08/23,河南省鹤壁市,IV级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省鹰潭市发布雷电黄色预警,2017/08/23,江西省鹰潭市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,辽宁省发布暴雨黄色预警,2017/08/23,辽宁省,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,云南省红河哈尼族彝族自治州发布大风蓝色预警,2017/08/23,云南省红河哈尼族彝族自治州,IV级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省发布雷电黄色预警,2017/08/23,湖北省,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,山东省济南市发布雷电黄色预警,2017/08/23,山东省济南市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/23,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省宜昌市发布雷电黄色预警,2017/08/23,湖北省宜昌市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,安徽省铜陵市发布雷雨大风黄色预警,2017/08/20,安徽省铜陵市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,辽宁省大连市发布暴雨红色预警,2017/08/20,辽宁省大连市,I级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖南省永州市发布高温橙色预警,2017/08/20,湖南省永州市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖南省怀化市发布高温黄色预警,2017/08/20,湖南省怀化市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省赣州市发布高温橙色预警,2017/08/20,江西省赣州市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,甘肃省陇南市发布暴雨红色预警,2017/08/20,甘肃省陇南市,I级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省吉安市发布高温橙色预警,2017/08/20,江西省吉安市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖南省衡阳市发布高温橙色预警,2017/08/20,湖南省衡阳市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省江门市发布高温橙色预警,2017/08/20,广东省江门市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,四川省泸州市发布高温橙色预警,2017/08/20,四川省泸州市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,甘肃省庆阳市发布暴雨黄色预警,2017/08/20,甘肃省庆阳市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区来宾市发布高温黄色预警,2017/08/20,,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区百色市发布高温橙色预警,2017/08/20,广西壮族自治区百色市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区柳州市发布高温黄色预警,2017/08/20,广西壮族自治区柳州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,甘肃省发布暴雨橙色预警,2017/08/20,甘肃省,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区河池市发布高温黄色预警,2017/08/20,广西壮族自治区河池市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区钦州市发布高温黄色预警,2017/08/20,广西壮族自治区钦州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,重庆市奉节县发布高温橙色预警,2017/08/20,重庆市奉节县,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,安徽省安庆市发布雷电黄色预警,2017/08/20,安徽省安庆市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,安徽省铜陵市发布雷电黄色预警,2017/08/20,安徽省铜陵市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省恩施土家族苗族自治州发布雷电黄色预警,2017/08/20,,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省鄂州市发布雷电黄色预警,2017/08/20,湖北省鄂州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省揭阳市发布高温橙色预警,2017/08/20,广东省揭阳市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,山西省朔州市发布雷电黄色预警,2017/08/20,山西省朔州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省潮州市发布高温橙色预警,2017/08/20,广东省潮州市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,吉林省发布雷电黄色预警,2017/08/20,吉林省,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省十堰市发布雷电黄色预警,2017/08/20,湖北省十堰市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省云浮市发布高温橙色预警,2017/08/20,广东省云浮市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省龙岩市发布高温橙色预警,2017/08/20,福建省龙岩市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省十堰市发布暴雨橙色预警,2017/08/20,湖北省十堰市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省景德镇市发布雷电黄色预警,2017/08/20,江西省景德镇市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区发布高温蓝色预警,2017/08/20,广西壮族自治区,IV级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省恩施土家族苗族自治州发布暴雨橙色预警,2017/08/20,,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,陕西省发布暴雨黄色预警,2017/08/20,陕西省,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,山西省晋中市发布雷电黄色预警,2017/08/20,山西省晋中市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,四川省遂宁市发布大风蓝色预警,2017/08/20,四川省遂宁市,IV级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省漳州市发布高温橙色预警,2017/08/20,福建省漳州市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,山西省阳泉市发布雷电黄色预警,2017/08/20,山西省阳泉市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,山西省太原市发布雷电黄色预警,2017/08/20,山西省太原市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省宁德市发布雷电黄色预警,2017/08/20,福建省宁德市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省南昌市发布雷电黄色预警,2017/08/20,江西省南昌市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省三明市发布雷电黄色预警,2017/08/20,福建省三明市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省黄石市发布雷电黄色预警,2017/08/20,湖北省黄石市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区阿克苏地区发布雷电黄色预警,2017/08/20,新疆维吾尔自治区阿克苏地区,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,陕西省汉中市发布暴雨橙色预警,2017/08/20,陕西省汉中市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/20,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,浙江省衢州市发布雷电黄色预警,2017/08/20,浙江省衢州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,黑龙江省鸡西市发布大风蓝色预警,2017/08/30,黑龙江省鸡西市,IV级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省深圳市发布霾黄色预警,2017/08/30,广东省深圳市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省宜春市发布雷电黄色预警,2017/08/30,江西省宜春市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省阳江市发布高温黄色预警,2017/08/30,广东省阳江市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,四川省达州市发布雷电黄色预警,2017/08/30,四川省达州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省上饶市发布雷电黄色预警,2017/08/30,江西省上饶市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省韶关市发布高温橙色预警,2017/08/30,广东省韶关市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省龙岩市发布高温橙色预警,2017/08/30,福建省龙岩市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省茂名市发布高温黄色预警,2017/08/30,广东省茂名市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,辽宁省大连市发布大风蓝色预警,2017/08/30,辽宁省大连市,IV级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,青海省海西蒙古族藏族自治州发布雷电橙色预警,2017/08/30,青海省海西蒙古族藏族自治州,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省南平市发布雷电黄色预警,2017/08/30,福建省南平市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省赣州市发布雷电黄色预警,2017/08/30,江西省赣州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,辽宁省发布大风蓝色预警,2017/08/30,辽宁省,IV级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省泉州市发布雷电黄色预警,2017/08/30,福建省泉州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省深圳市发布雷电黄色预警,2017/08/30,广东省深圳市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,黑龙江省鸡西市发布大风蓝色预警,2017/08/30,黑龙江省鸡西市,IV级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省深圳市发布霾黄色预警,2017/08/30,广东省深圳市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省宜春市发布雷电黄色预警,2017/08/30,江西省宜春市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省阳江市发布高温黄色预警,2017/08/30,广东省阳江市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,四川省达州市发布雷电黄色预警,2017/08/30,四川省达州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省上饶市发布雷电黄色预警,2017/08/30,江西省上饶市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省韶关市发布高温橙色预警,2017/08/30,广东省韶关市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省龙岩市发布高温橙色预警,2017/08/30,福建省龙岩市,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省茂名市发布高温黄色预警,2017/08/30,广东省茂名市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,辽宁省大连市发布大风蓝色预警,2017/08/30,辽宁省大连市,IV级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,青海省海西蒙古族藏族自治州发布雷电橙色预警,2017/08/30,青海省海西蒙古族藏族自治州,Ⅱ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省南平市发布雷电黄色预警,2017/08/30,福建省南平市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,江西省赣州市发布雷电黄色预警,2017/08/30,江西省赣州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,辽宁省发布大风蓝色预警,2017/08/30,辽宁省,IV级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省泉州市发布雷电黄色预警,2017/08/30,福建省泉州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/08/30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省深圳市发布雷电黄色预警,2017/08/30,广东省深圳市,Ⅲ级预警
1,1,1,1,0,0,1,2017/09/01,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省河源市发布台风白色预警,2017/09/01,广东省河源市,IV级预警
1,1,1,1,0,0,1,2017/09/02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,黑龙江省哈尔滨市发布大雾黄色预警,2017/09/02,黑龙江省哈尔滨市,Ⅲ级预警
1,1,1,1,0,0,1,2017/09/02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,黑龙江省大兴安岭地区发布大雾黄色预警,2017/09/02,黑龙江省大兴安岭地区,Ⅲ级预警
1,1,1,1,0,0,1,2017/09/02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省发布暴雨蓝色预警,2017/09/02,湖北省,IV级预警
1,1,1,1,0,0,1,2017/09/02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省恩施土家族苗族自治州发布暴雨蓝色预警,2017/09/02,,IV级预警
1,1,1,1,0,0,1,2017/09/02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,湖北省宜昌市发布暴雨蓝色预警,2017/09/02,湖北省宜昌市,IV级预警
1,1,1,1,0,0,1,2017/09/02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区发布高温蓝色预警,2017/09/02,广西壮族自治区,IV级预警
1,1,1,1,0,0,1,2017/09/02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省福州市发布台风蓝色预警,2017/09/02,福建省福州市,IV级预警
1,1,1,1,0,0,1,2017/09/02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省汕头市发布台风黄色预警,2017/09/02,广东省汕头市,Ⅲ级预警
1,1,1,1,0,0,1,2017/09/02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省潮州市发布台风黄色预警,2017/09/02,广东省潮州市,Ⅲ级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,吉林省辽源市发布雷电黄色预警,2017/09/05,吉林省辽源市,Ⅲ级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,新疆维吾尔自治区阿勒泰地区发布大风蓝色预警,2017/09/05,新疆维吾尔自治区阿勒泰地区,IV级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广西壮族自治区柳州市发布暴雨橙色预警,2017/09/05,广西壮族自治区柳州市,Ⅱ级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,河北省张家口市发布霜冻蓝色预警,2017/09/05,河北省张家口市,IV级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省福州市发布高温橙色预警,2017/09/05,福建省福州市,Ⅱ级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,云南省普洱市发布暴雨蓝色预警,2017/09/05,云南省普洱市,IV级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省发布高温橙色预警,2017/09/05,福建省,Ⅱ级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,福建省泉州市发布高温橙色预警,2017/09/05,福建省泉州市,Ⅱ级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,广东省肇庆市发布暴雨橙色预警,2017/09/05,广东省肇庆市,Ⅱ级预警
1,1,1,1,0,0,1,2017/09/05,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,辽宁省沈阳市发布雷雨大风蓝色预警,2017/09/05,辽宁省沈阳市,IV级预警
